qid,cmid
Q138712349,AM352069
Q138712350,AM352070
Q138712352,AM352071
Q138712353,AM352073
Q138712354,AM352074
Q138712355,AM352075
Q138712356,AM352076
Q138712357,AM352077
Q138712358,AM352078
Q138712359,AM24004
Q138712360,AM352081
Q138712361,AM352082
Q138712362,AM352084
Q138712363,AM352085
Q138712364,AM352086
Q138712365,AM352087
Q138712366,AM352088
Q138712367,AM352089
Q138712368,AM352090
Q138712369,AM352091
Q138712370,AM352093
Q138712371,AM352095
Q138712372,AM352096
Q138712373,AM352097
Q138712374,AM352098
Q138712375,AM352099
Q138712376,AM352100
Q138712377,AM354418
Q138712378,AM352101
Q138712379,AM352102
Q138712380,AM353718
Q138712381,AM352103
Q138712382,AM352104
Q138712383,AM352106
Q138712384,AM352107
Q138712385,AM352108
Q138712386,AM352109
Q138712387,AM352110
Q138712388,AM352111
Q138712389,AM352112
Q138712390,AM352113
Q138712391,AM352114
Q138712392,AM352115
Q138712393,AM352117
Q138712394,AM353269
Q138712395,AM352118
Q138712396,AM339141
Q138712397,AM353274
Q138712398,AM352120
Q138712400,AM352121
Q138712401,AM352122
Q138712402,AM352123
Q138712403,AM352124
Q138712404,AM352129
Q138712405,AM352134
Q138712406,AM352136
Q138712407,AM24061
Q138712408,AM354601
Q138712409,AM352137
Q138712410,AM352139
Q138712411,AM354602
Q138712412,AM353773
Q138712413,AM352140
Q138712414,AM352141
Q138712416,AM352142
Q138712417,AM352143
Q138712418,AM354419
Q138712419,AM352144
Q138712420,AM352145
Q138712421,AM352146
Q138712422,AM352147
Q138712423,AM352148
Q138712424,AM352150
Q138712425,AM353716
Q138712426,AM352151
Q138712427,AM352152
Q138712429,AM352153
Q138712430,AM42372
Q138712431,AM352154
Q138712432,AM24112
Q138712433,AM352155
Q138712434,AM352156
Q138712435,AM363261
Q138712436,AM363262
Q138712437,AM352157
Q138712459,AM352125
Q138712460,AM352126
Q138712461,AM352128
Q138712462,AM352130
Q138712463,AM352131
Q138712464,AM352132
Q138712465,AM352135
Q138712573,AM352158
Q138712574,AM352159
Q138712575,AM339122
Q138712577,AM354420
Q138712578,AM352161
Q138712579,AM352162
Q138712580,AM352163
Q138712581,AM354421
Q138712582,AM352164
Q138712583,AM352165
Q138712584,AM352166
Q138712585,AM352167
Q138712586,AM352168
Q138712587,AM352169
Q138712588,AM352170
Q138712589,AM352173
Q138712591,AM354422
Q138712592,AM352175
Q138712593,AM352176
Q138712594,AM352177
Q138712595,AM352178
Q138712596,AM352179
Q138712597,AM352180
Q138712598,AM352181
Q138712599,AM352182
Q138712600,AM352184
Q138712601,AM352185
Q138712602,AM352186
Q138712603,AM354607
Q138712604,AM354608
Q138712605,AM352187
Q138712606,AM354609
Q138712607,AM354610
Q138712608,AM352188
Q138712609,AM352189
Q138712610,AM352190
Q138712612,AM352191
Q138712613,AM352192
Q138712614,AM352193
Q138712615,AM352195
Q138712616,AM352196
Q138712617,AM352197
Q138712618,AM354611
Q138712619,AM352198
Q138712620,AM352199
Q138712621,AM352200
Q138712622,AM352201
Q138712623,AM24007
Q138712624,AM352203
Q138712625,AM352204
Q138712626,AM352206
Q138712627,AM352207
Q138712628,AM352208
Q138712629,AM24008
Q138712630,AM352209
Q138712631,AM352210
Q138712632,AM352211
Q138712633,AM352212
Q138712634,AM352213
Q138712635,AM352214
Q138712636,AM352215
Q138712637,AM352217
Q138712638,AM352218
Q138712639,AM352219
Q138712640,AM352220
Q138712641,AM352221
Q138712642,AM352222
Q138712643,AM352223
Q138712644,AM352224
Q138712645,AM352225
Q138712646,AM352226
Q138712647,AM352228
Q138712648,AM352229
Q138712649,AM352230
Q138712650,AM352231
Q138712651,AM352232
Q138712652,AM352233
Q138712653,AM352234
Q138712654,AM352235
Q138712655,AM352236
Q138712656,AM352237
Q138712657,AM352239
Q138712658,AM352240
Q138712659,AM352241
Q138712660,AM352242
Q138712661,AM352243
Q138712663,AM352244
Q138712664,AM352245
Q138712666,AM352246
Q138712667,AM363264
Q138712668,AM352247
Q138712669,AM352248
Q138712671,AM352250
Q138712672,AM352251
Q138712673,AM352252
Q138712675,AM352253
Q138712676,AM352254
Q138712677,AM352256
Q138712678,AM352257
Q138712680,AM352258
Q138712681,AM352259
Q138712682,AM354615
Q138712683,AM352261
Q138712684,AM352262
Q138712685,AM352263
Q138712686,AM352264
Q138712688,AM352265
Q138712689,AM352266
Q138712690,AM352267
Q138712691,AM352268
Q138712693,AM352269
Q138712694,AM352270
Q138712695,AM363267
Q138712697,AM354483
Q138712698,AM352272
Q138712699,AM354616
Q138712700,AM352273
Q138712701,AM354617
Q138712702,AM352274
Q138712703,AM354618
Q138712704,AM352275
Q138712705,AM352276
Q138712706,AM352277
Q138712707,AM352278
Q138712708,AM352279
Q138712709,AM352280
Q138712711,AM352281
Q138712712,AM352284
Q138712713,AM352285
Q138712714,AM352286
Q138712715,AM339131
Q138712717,AM352287
Q138712718,AM352288
Q138712719,AM352289
Q138712720,AM352290
Q138712721,AM352291
Q138712722,AM352292
Q138712723,AM352293
Q138712724,AM352295
Q138712726,AM352296
Q138712727,AM352298
Q138712728,AM42378
Q138712730,AM352300
Q138712731,AM352301
Q138712732,AM352302
Q138712733,AM352303
Q138712734,AM352304
Q138712735,AM352306
Q138712736,AM352307
Q138712737,AM352308
Q138712738,AM352309
Q138712739,AM352310
Q138712740,AM352311
Q138712741,AM352312
Q138712742,AM352313
Q138712743,AM352314
Q138712745,AM352315
Q138712746,AM352317
Q138712747,AM352318
Q138712748,AM352320
Q138712749,AM352321
Q138712750,AM352324
Q138712751,AM24011
Q138712753,AM352328
Q138712754,AM352329
Q138712755,AM352334
Q138712756,AM354423
Q138712758,AM352337
Q138712759,AM352339
Q138712760,AM352340
Q138712761,AM352342
Q138712762,AM352344
Q138712763,AM352348
Q138712764,AM339123
Q138712766,AM352350
Q138712767,AM352351
Q138712768,AM352352
Q138712769,AM352354
Q138712770,AM352355
Q138712771,AM352356
Q138712772,AM24108
Q138712773,AM352358
Q138712774,AM352359
Q138712775,AM42382
Q138712776,AM42383
Q138712777,AM352363
Q138712779,AM352365
Q138712780,AM352367
Q138712781,AM352370
Q138712782,AM352376
Q138712783,AM352379
Q138712784,AM352380
Q138712785,AM352381
Q138712786,AM352383
Q138712787,AM354492
Q138712788,AM42384
Q138712789,AM42385
Q138712790,AM353767
Q138712792,AM354625
Q138712793,AM352387
Q138712794,AM352388
Q138712795,AM352391
Q138712796,AM354626
Q138712797,AM24012
Q138712798,AM352401
Q138712800,AM354488
Q138712801,AM42386
Q138712802,AM42388
Q138712803,AM352403
Q138712804,AM42389
Q138712805,AM352404
Q138712806,AM352406
Q138712807,AM352407
Q138712808,AM352408
Q138712809,AM352409
Q138712810,AM354729
Q138712811,AM352410
Q138712812,AM352414
Q138712813,AM42396
Q138712814,AM352422
Q138712815,AM42397
Q138712816,AM353788
Q138712819,AM42399
Q138712820,AM354424
Q138712821,AM352429
Q138712823,AM352430
Q138712824,AM352432
Q138712825,AM352433
Q138712826,AM354425
Q138712827,AM354523
Q138712828,AM42402
Q138712829,AM354491
Q138712830,AM352434
Q138712831,AM352435
Q138712832,AM352436
Q138712833,AM354541
Q138712834,AM352439
Q138712835,AM352440
Q138712836,AM352444
Q138712837,AM42405
Q138712838,AM352446
Q138712839,AM352450
Q138712840,AM352452
Q138712841,AM352453
Q138712842,AM352455
Q138712843,AM352458
Q138712844,AM352459
Q138712845,AM352461
Q138712846,AM352462
Q138712847,AM352466
Q138714973,AM352467
Q138714974,AM352468
Q138714975,AM24110
Q138714976,AM352475
Q138714977,AM352476
Q138714978,AM352477
Q138714979,AM352478
Q138714980,AM352480
Q138714981,AM352483
Q138714982,AM352486
Q138714984,AM352487
Q138714985,AM352490
Q138714986,AM352492
Q138714987,AM42406
Q138714988,AM352494
Q138714989,AM352495
Q138714990,AM352496
Q138714991,AM352497
Q138714992,AM352498
Q138714993,AM352499
Q138714994,AM42408
Q138714995,AM352501
Q138714996,AM352502
Q138714997,AM352503
Q138714998,AM352506
Q138714999,AM352508
Q138715000,AM352509
Q138715001,AM352512
Q138715002,AM352514
Q138715003,AM352515
Q138715004,AM352517
Q138715005,AM352520
Q138715006,AM352521
Q138715007,AM352522
Q138715008,AM352524
Q138715009,AM352526
Q138715010,AM352529
Q138715011,AM352530
Q138715012,AM352531
Q138715013,AM352532
Q138715014,AM352533
Q138715015,AM352534
Q138715016,AM352535
Q138715017,AM352536
Q138715018,AM352537
Q138715019,AM352540
Q138715020,AM352541
Q138715021,AM352544
Q138715022,AM352545
Q138715023,AM339124
Q138715024,AM352547
Q138715025,AM352548
Q138715026,AM352551
Q138715027,AM352552
Q138715028,AM352555
Q138715029,AM354644
Q138715030,AM352557
Q138715031,AM352558
Q138715032,AM352559
Q138715033,AM352562
Q138715034,AM352564
Q138715035,AM352565
Q138715036,AM352566
Q138715037,AM352567
Q138715038,AM352568
Q138715039,AM363274
Q138715040,AM24096
Q138715041,AM354426
Q138715042,AM352569
Q138715043,AM352570
Q138715044,AM352572
Q138715045,AM352573
Q138715046,AM352587
Q138715047,AM352579
Q138715048,AM352583
Q138715049,AM352584
Q138715051,AM352589
Q138715052,AM352590
Q138715053,AM354546
Q138715054,AM42413
Q138715055,AM42414
Q138715056,AM352594
Q138715057,AM352595
Q138715058,AM352596
Q138715059,AM352597
Q138715060,AM352598
Q138715061,AM352599
Q138715062,AM352600
Q138715063,AM352603
Q138715064,AM352607
Q138715066,AM354651
Q138715067,AM352644
Q138715068,AM352648
Q138715069,AM42416
Q138715070,AM352650
Q138715071,AM352651
Q138715072,AM23954
Q138715073,AM352652
Q138715074,AM352654
Q138715075,AM339140
Q138715076,AM352657
Q138715077,AM352665
Q138715078,AM352662
Q138715079,AM352664
Q138715080,AM352667
Q138715081,AM352668
Q138715082,AM352669
Q138715083,AM352670
Q138715084,AM352672
Q138715085,AM352678
Q138715086,AM352679
Q138715087,AM352681
Q138715088,AM352683
Q138715089,AM352684
Q138715090,AM363278
Q138715091,AM363279
Q138715092,AM352690
Q138715093,AM352691
Q138715094,AM354427
Q138715095,AM352692
Q138715096,AM352694
Q138715097,AM352696
Q138715098,AM339139
Q138715099,AM352698
Q138715100,AM352699
Q138715101,AM352701
Q138715102,AM352706
Q138715103,AM352708
Q138715104,AM352709
Q138715105,AM352716
Q138715106,AM363281
Q138715107,AM352719
Q138715108,AM352720
Q138715110,AM352721
Q138715111,AM352722
Q138715112,AM352724
Q138715113,AM352725
Q138715114,AM351301
Q138715115,AM42421
Q138715116,AM339145
Q138715117,AM339144
Q138715118,AM339146
Q138715119,AM351303
Q138715120,AM351305
Q138715121,AM351307
Q138715122,AM351308
Q138715123,AM351309
Q138715124,AM351310
Q138715125,AM351312
Q138715126,AM351313
Q138715127,AM351315
Q138715128,AM351316
Q138715129,AM351317
Q138715130,AM351318
Q138715131,AM351319
Q138715132,AM351320
Q138715133,AM24022
Q138715135,AM351326
Q138715136,AM351327
Q138715137,AM351328
Q138715138,AM351329
Q138715140,AM351330
Q138715141,AM363284
Q138715142,AM351334
Q138715143,AM351336
Q138715144,AM351337
Q138715145,AM351339
Q138715146,AM24023
Q138715147,AM24024
Q138715148,AM23957
Q138715149,AM24026
Q138715150,AM24027
Q138715151,AM351342
Q138715152,AM351343
Q138715153,AM351345
Q138715154,AM351346
Q138715155,AM351348
Q138715156,AM354660
Q138715157,AM351349
Q138715159,AM351350
Q138715160,AM351372
Q138715161,AM351373
Q138715162,AM351374
Q138715163,AM351376
Q138715164,AM339130
Q138715165,AM351379
Q138715166,AM351380
Q138715167,AM351381
Q138715168,AM351383
Q138715169,AM351384
Q138715170,AM351385
Q138715171,AM351386
Q138715173,AM351387
Q138715174,AM351389
Q138715175,AM351390
Q138715176,AM351391
Q138715177,AM351392
Q138715178,AM351400
Q138715179,AM351402
Q138715180,AM351406
Q138715181,AM351408
Q138715182,AM24050
Q138715183,AM351409
Q138715184,AM351412
Q138715186,AM351415
Q138715187,AM351417
Q138715188,AM351418
Q138715189,AM351419
Q138715190,AM351420
Q138715191,AM351423
Q138715192,AM351425
Q138715193,AM351426
Q138715324,AM352611
Q138715325,AM352612
Q138715326,AM352617
Q138715327,AM352618
Q138715328,AM352619
Q138715329,AM24086
Q138715330,AM352620
Q138715331,AM352621
Q138715332,AM352622
Q138715333,AM339136
Q138715334,AM354649
Q138715335,AM352625
Q138715336,AM352626
Q138715337,AM352632
Q138715338,AM352642
Q138715339,AM354650
Q138715340,AM352687
Q138715341,AM352717
Q138715342,AM351356
Q138715343,AM351357
Q138715344,AM351359
Q138715345,AM351360
Q138715346,AM351361
Q138715347,AM351362
Q138715348,AM351364
Q138715349,AM351365
Q138715350,AM351367
Q138715351,AM351368
Q138715352,AM351369
Q138715353,AM24028
Q138715354,AM351370
Q138715355,AM351371
Q138715356,AM351378
Q138715359,AM339132
Q138715360,AM351393
Q138715361,AM351413
Q138715362,AM24029
Q138715363,AM351421
Q138715372,AM24098
Q138715373,AM24104
Q138715374,AM351431
Q138715375,AM351434
Q138715376,AM351435
Q138715377,AM351436
Q138715378,AM351438
Q138715379,AM351439
Q138715380,AM351440
Q138715381,AM351441
Q138715382,AM351442
Q138715383,AM351443
Q138715384,AM351445
Q138715385,AM351446
Q138715386,AM24032
Q138715387,AM351448
Q138715388,AM351450
Q138715389,AM351451
Q138715390,AM351453
Q138715391,AM24064
Q138715392,AM351457
Q138715393,AM351458
Q138715394,AM351459
Q138715395,AM351460
Q138715396,AM354667
Q138715397,AM351461
Q138715398,AM354668
Q138715399,AM351462
Q138715400,AM24046
Q138715401,AM351465
Q138715402,AM351467
Q138715403,AM351468
Q138715404,AM42427
Q138715405,AM42429
Q138715406,AM351471
Q138715408,AM351472
Q138715409,AM351474
Q138715410,AM351475
Q138715411,AM351476
Q138715412,AM351478
Q138715414,AM351479
Q138715415,AM351480
Q138715416,AM354672
Q138715417,AM351484
Q138715418,AM351489
Q138715419,AM339127
Q138715420,AM351490
Q138715421,AM351491
Q138715422,AM351493
Q138715423,AM351495
Q138715424,AM351496
Q138715425,AM351497
Q138715426,AM24117
Q138715427,AM351502
Q138715428,AM351504
Q138715429,AM351505
Q138715430,AM351507
Q138715431,AM351509
Q138715432,AM351511
Q138715433,AM351513
Q138715434,AM351514
Q138715435,AM351515
Q138715436,AM351516
Q138715437,AM351517
Q138715438,AM351518
Q138715439,AM351519
Q138715440,AM351520
Q138715441,AM351523
Q138715442,AM24063
Q138715443,AM24048
Q138715444,AM24035
Q138715445,AM353268
Q138715446,AM351524
Q138715447,AM24036
Q138715448,AM24037
Q138715449,AM351525
Q138715450,AM351527
Q138715451,AM24062
Q138715452,AM24065
Q138715453,AM351530
Q138715454,AM351531
Q138715455,AM351532
Q138715456,AM351536
Q138715457,AM351538
Q138715458,AM351539
Q138715459,AM351540
Q138715460,AM351541
Q138715461,AM354490
Q138715462,AM351543
Q138715463,AM351545
Q138715464,AM351546
Q138715465,AM351547
Q138715466,AM351549
Q138715467,AM351550
Q138715468,AM351553
Q138715469,AM351554
Q138715470,AM353763
Q138715471,AM42434
Q138715472,AM351557
Q138715473,AM351558
Q138715474,AM42435
Q138715475,AM351560
Q138715476,AM24094
Q138715477,AM354429
Q138715478,AM339133
Q138715479,AM24092
Q138715480,AM24107
Q138715482,AM24118
Q138715483,AM354677
Q138715484,AM351563
Q138715485,AM351564
Q138715486,AM351565
Q138715487,AM351567
Q138715488,AM351568
Q138715489,AM351569
Q138715490,AM351570
Q138715491,AM24115
Q138715492,AM24090
Q138715493,AM351572
Q138715494,AM351573
Q138715495,AM351575
Q138715496,AM351574
Q138715497,AM351576
Q138715498,AM351578
Q138715499,AM24039
Q138715501,AM351579
Q138715502,AM351580
Q138715503,AM42437
Q138715504,AM363290
Q138715505,AM351581
Q138715506,AM351582
Q138715507,AM351584
Q138715508,AM351586
Q138715509,AM351587
Q138715510,AM351589
Q138715511,AM351590
Q138715512,AM351592
Q138715513,AM354682
Q138715514,AM351595
Q138715515,AM351596
Q138715516,AM351597
Q138715517,AM351600
Q138715518,AM351602
Q138715519,AM351603
Q138715520,AM351604
Q138715521,AM351606
Q138715522,AM351607
Q138715523,AM351608
Q138715524,AM351609
Q138715525,AM351612
Q138715526,AM351613
Q138715527,AM351614
Q138715528,AM351622
Q138715529,AM351623
Q138715530,AM24088
Q138715531,AM351624
Q138715532,AM351625
Q138715536,AM351627
Q138715538,AM351628
Q138715540,AM351629
Q138715541,AM351636
Q138715543,AM351637
Q138715545,AM351638
Q138715546,AM351639
Q138715548,AM354430
Q138715549,AM351640
Q138715551,AM351641
Q138715553,AM351642
Q138715554,AM42442
Q138715556,AM351643
Q138715558,AM354431
Q138715559,AM354684
Q138715561,AM351648
Q138715563,AM351650
Q138715564,AM351651
Q138715566,AM351653
Q138715576,AM351654
Q138715584,AM351656
Q138715585,AM24041
Q138715586,AM24042
Q138715588,AM351657
Q138715589,AM351658
Q138715590,AM351659
Q138715591,AM351660
Q138715592,AM24116
Q138715593,AM351662
Q138715595,AM351664
Q138715596,AM354432
Q138715597,AM351667
Q138715598,AM24111
Q138715599,AM351668
Q138715600,AM351669
Q138715601,AM351671
Q138715602,AM351674
Q138715603,AM351675
Q138715604,AM351676
Q138715605,AM351678
Q138715606,AM24043
Q138715607,AM351680
Q138715608,AM351682
Q138715609,AM351683
Q138715610,AM351684
Q138715611,AM351685
Q138715612,AM351686
Q138715613,AM354685
Q138715614,AM351692
Q138715615,AM351693
Q138715616,AM351695
Q138715617,AM351696
Q138715618,AM24044
Q138715619,AM351700
Q138715620,AM351701
Q138715621,AM351702
Q138715622,AM351703
Q138715623,AM351707
Q138715624,AM351711
Q138715625,AM354433
Q138715626,AM351713
Q138715627,AM351714
Q138715628,AM351715
Q138715629,AM351717
Q138715630,AM351720
Q138715631,AM351722
Q138715632,AM351725
Q138715633,AM351726
Q138715634,AM351727
Q138715635,AM351728
Q138715636,AM351729
Q138715637,AM351730
Q138715638,AM351731
Q138715639,AM24045
Q138715640,AM351734
Q138715641,AM351736
Q138715642,AM24087
Q138715643,AM351737
Q138715644,AM351740
Q138715645,AM351748
Q138715646,AM351749
Q138715647,AM351752
Q138715648,AM351754
Q138715649,AM351756
Q138715650,AM351757
Q138715651,AM351758
Q138715652,AM351762
Q138715653,AM351764
Q138715654,AM351765
Q138715655,AM351767
Q138715656,AM351768
Q138715657,AM351769
Q138715658,AM351770
Q138715660,AM351774
Q138715661,AM351775
Q138717599,AM352474
Q138717600,AM352479
Q138717601,AM354637
Q138717602,AM352481
Q138717603,AM352484
Q138717604,AM352485
Q138717605,AM352488
Q138717606,AM352489
Q138717607,AM352491
Q138717608,AM42407
Q138717609,AM353714
Q138717611,AM352507
Q138717612,AM24015
Q138717614,AM351838
Q138717615,AM352510
Q138717617,AM352511
Q138717619,AM352513
Q138717622,AM352518
Q138717625,AM352519
Q138717626,AM352615
Q138717627,AM352523
Q138717629,AM352525
Q138717631,AM354551
Q138717632,AM352528
Q138717633,AM351861
Q138717637,AM352417
Q138717638,AM351335
Q138717639,AM351340
Q138717640,AM354659
Q138717641,AM351347
Q138717642,AM24013
Q138717644,AM42400
Q138717645,AM352426
Q138717646,AM351358
Q138717647,AM352431
Q138717648,AM42425
Q138717649,AM352437
Q138717650,AM351375
Q138717651,AM352441
Q138717652,AM352442
Q138717653,AM351382
Q138717654,AM352443
Q138717655,AM354665
Q138717656,AM353782
Q138717657,AM42426
Q138717658,AM352445
Q138717659,AM351395
Q138717661,AM352447
Q138717662,AM351396
Q138717663,AM352448
Q138717664,AM351397
Q138717665,AM352451
Q138717666,AM351398
Q138717667,AM354636
Q138717668,AM351401
Q138717669,AM352454
Q138717670,AM351403
Q138717671,AM352456
Q138717672,AM351404
Q138717673,AM352457
Q138717674,AM351405
Q138717675,AM23953
Q138717676,AM352463
Q138717677,AM352464
Q138717678,AM352465
Q138717679,AM352469
Q138717680,AM352470
Q138717681,AM352472
Q138717682,AM352473
Q138717683,AM351407
Q138717684,AM351414
Q138717685,AM351416
Q138717686,AM351424
Q138717687,AM351427
Q138717688,AM351428
Q138717689,AM23958
Q138717690,AM351430
Q138717691,AM351432
Q138717692,AM351437
Q138717693,AM23959
Q138717694,AM351447
Q138717695,AM351449
Q138717696,AM351452
Q138717697,AM351454
Q138717698,AM351463
Q138717701,AM351464
Q138717702,AM351469
Q138717703,AM351470
Q138717704,AM354670
Q138717705,AM351473
Q138717706,AM23960
Q138717707,AM351481
Q138717708,AM351482
Q138717709,AM351483
Q138717710,AM42430
Q138717711,AM351485
Q138717712,AM351486
Q138717713,AM351487
Q138717714,AM351492
Q138717715,AM351494
Q138717716,AM351498
Q138717717,AM351500
Q138717718,AM351501
Q138717719,AM351503
Q138717720,AM24034
Q138717721,AM351506
Q138717722,AM351508
Q138717723,AM351512
Q138717724,AM42431
Q138717725,AM351528
Q138717726,AM24038
Q138717727,AM351529
Q138717728,AM351534
Q138717729,AM351535
Q138717730,AM351537
Q138717731,AM351542
Q138717732,AM353753
Q138717733,AM351548
Q138717734,AM351551
Q138717735,AM351552
Q138717736,AM363288
Q138717737,AM351556
Q138717738,AM351559
Q138717739,AM351561
Q138717741,AM351562
Q138717742,AM363289
Q138717743,AM354678
Q138717744,AM351571
Q138717745,AM351583
Q138717746,AM351585
Q138717747,AM354680
Q138717748,AM42439
Q138717749,AM351591
Q138717750,AM351593
Q138717751,AM351594
Q138717752,AM351598
Q138717753,AM351601
Q138717754,AM351605
Q138717755,AM42440
Q138717756,AM351611
Q138717757,AM24040
Q138717758,AM351615
Q138717759,AM351616
Q138717760,AM351617
Q138717761,AM351618
Q138717762,AM351619
Q138717763,AM351620
Q138717764,AM351626
Q138717765,AM351630
Q138717766,AM351631
Q138717767,AM351634
Q138717768,AM351635
Q138717769,AM351645
Q138717770,AM351646
Q138717771,AM351647
Q138717772,AM339125
Q138717773,AM351649
Q138717774,AM351652
Q138717775,AM351661
Q138717776,AM339135
Q138717777,AM351663
Q138717779,AM351665
Q138717781,AM351670
Q138717782,AM351672
Q138717783,AM351673
Q138717784,AM351679
Q138717785,AM351681
Q138717786,AM351687
Q138717787,AM351689
Q138717788,AM42444
Q138717789,AM351691
Q138717790,AM354686
Q138717791,AM351694
Q138717792,AM351697
Q138717793,AM351698
Q138717794,AM351704
Q138717795,AM351705
Q138717796,AM351706
Q138717797,AM351708
Q138717798,AM351709
Q138717799,AM351712
Q138717800,AM351716
Q138717801,AM351718
Q138717802,AM351719
Q138717803,AM351723
Q138717804,AM351724
Q138717805,AM351733
Q138717806,AM354688
Q138717807,AM351735
Q138717808,AM351738
Q138717809,AM351739
Q138717810,AM351741
Q138717811,AM351742
Q138717812,AM351745
Q138717813,AM351746
Q138717814,AM351747
Q138717815,AM351750
Q138717816,AM351753
Q138717817,AM351759
Q138717818,AM351760
Q138717819,AM351763
Q138717820,AM351771
Q138717821,AM351772
Q138717822,AM351773
Q138717835,AM42355
Q138717836,AM351961
Q138717837,AM351983
Q138717838,AM352149
Q138717839,AM353754
Q138717840,AM352715
Q138717841,AM23940
Q138717842,AM353779
Q138717843,AM339142
Q138717844,AM42356
Q138717845,AM353719
Q138717846,AM354576
Q138717847,AM351799
Q138717848,AM23992
Q138717849,AM351851
Q138717850,AM354585
Q138717851,AM351868
Q138717852,AM351869
Q138717853,AM23993
Q138717854,AM351889
Q138717855,AM351915
Q138717857,AM23998
Q138717858,AM363258
Q138717859,AM351975
Q138717872,AM354584
Q138717873,AM351856
Q138717874,AM23945
Q138717875,AM42364
Q138717876,AM354592
Q138717877,AM42365
Q138717878,AM23946
Q138717879,AM354595
Q138717880,AM354596
Q138717927,AM352539
Q138717928,AM352542
Q138717929,AM352543
Q138717930,AM352546
Q138717931,AM42409
Q138717932,AM352550
Q138717933,AM352553
Q138717934,AM352556
Q138717935,AM352561
Q138717936,AM352563
Q138717937,AM24016
Q138717938,AM352574
Q138717939,AM24017
Q138717940,AM352575
Q138717941,AM352576
Q138717942,AM352577
Q138717943,AM352578
Q138717944,AM352580
Q138717945,AM352581
Q138717946,AM352585
Q138717947,AM352586
Q138717948,AM352588
Q138717949,AM352591
Q138717950,AM352592
Q138717951,AM354495
Q138717952,AM354648
Q138717953,AM352601
Q138717954,AM352602
Q138717955,AM352605
Q138717957,AM352606
Q138717958,AM352608
Q138717959,AM352609
Q138717960,AM352610
Q138717961,AM352613
Q138717962,AM352614
Q138717963,AM352623
Q138717964,AM352624
Q138717965,AM352628
Q138717966,AM352629
Q138717967,AM352630
Q138717968,AM352631
Q138717969,AM352633
Q138717970,AM42415
Q138717971,AM352635
Q138717972,AM352636
Q138717973,AM352637
Q138717974,AM352639
Q138717975,AM352640
Q138717976,AM352641
Q138717977,AM352643
Q138717978,AM352645
Q138717979,AM352646
Q138717980,AM352647
Q138717981,AM352653
Q138717982,AM352655
Q138717983,AM352656
Q138717984,AM352658
Q138717985,AM352659
Q138717986,AM352661
Q138717987,AM352666
Q138717988,AM354652
Q138717989,AM42417
Q138717990,AM352674
Q138717991,AM352675
Q138717992,AM352676
Q138717993,AM352677
Q138717994,AM352680
Q138717995,AM352685
Q138717996,AM352686
Q138717997,AM352688
Q138717998,AM24019
Q138717999,AM352689
Q138718000,AM352695
Q138718001,AM352697
Q138718002,AM352700
Q138718003,AM352702
Q138718004,AM352703
Q138718005,AM352705
Q138718006,AM352707
Q138718007,AM352710
Q138718008,AM352711
Q138718009,AM352712
Q138718010,AM352713
Q138718011,AM352714
Q138718012,AM354428
Q138718013,AM352718
Q138718014,AM363280
Q138718015,AM42419
Q138718016,AM354655
Q138718017,AM352723
Q138718018,AM23956
Q138718019,AM351302
Q138718020,AM351304
Q138718021,AM42422
Q138718022,AM24021
Q138718023,AM351314
Q138718024,AM351321
Q138718025,AM351323
Q138718026,AM351324
Q138718027,AM351325
Q138718028,AM354658
Q138718029,AM42423
Q138718030,AM351331
Q138718031,AM351332
Q138718032,AM351338
Q138718033,AM351351
Q138718034,AM351352
Q138718035,AM351353
Q138718036,AM351354
Q138718037,AM354662
Q138718038,AM351363
Q138718048,AM354597
Q138718049,AM354724
Q138718050,AM352092
Q138718051,AM24119
Q138718052,AM24005
Q138718053,AM339134
Q138718055,AM354605
Q138718056,AM42373
Q138718057,AM352174
Q138718058,AM353715
Q138718059,AM354612
Q138718060,AM24009
Q138718061,AM23951
Q138718062,AM352297
Q138718063,AM354620
Q138718064,AM352319
Q138718082,AM352119
Q138718083,AM352133
Q138718084,AM42371
Q138718085,AM354496
Q138718086,AM352322
Q138718087,AM352323
Q138718088,AM352325
Q138718090,AM352326
Q138718091,AM354621
Q138718108,AM352330
Q138718109,AM352331
Q138718110,AM352332
Q138718111,AM352333
Q138718112,AM352335
Q138718113,AM352336
Q138718114,AM352341
Q138718115,AM352343
Q138718116,AM352345
Q138718131,AM352346
Q138718132,AM352347
Q138718133,AM352353
Q138718134,AM352357
Q138718135,AM352361
Q138718136,AM352362
Q138718137,AM352364
Q138718138,AM352366
Q138718139,AM352368
Q138718166,AM352369
Q138718167,AM352372
Q138718168,AM352373
Q138718169,AM352374
Q138718170,AM352375
Q138718171,AM352377
Q138718172,AM352378
Q138718173,AM352384
Q138718174,AM352385
Q138718191,AM352386
Q138718192,AM352389
Q138718193,AM352390
Q138718194,AM352392
Q138718195,AM352395
Q138718196,AM352396
Q138718197,AM352397
Q138718198,AM352398
Q138718199,AM352399
Q138718326,AM352400
Q138718327,AM42391
Q138718328,AM352411
Q138718329,AM352412
Q138718330,AM352413
Q138718331,AM352415
Q138718332,AM352419
Q138718333,AM352420
Q138718334,AM352421
Q138718368,AM42394
Q138718369,AM42395
Q138718370,AM352423
Q138718371,AM42398
Q138718372,AM352424
Q138718373,AM352428
