qid,cmid
Q2254415,SM8852
Q2256103,SM257324
Q2256113,SM451108
Q2256128,SM451113
Q2256138,SM451105
Q2256310,SM252883
Q2257191,SM494313
Q2257531,SM495790
Q2258527,SM256181
Q2258530,SM8039
Q2258543,SM454418
Q2258581,SM254280
Q2258624,SM252975
Q2258646,SM257510
Q2259699,SM255666
Q2259852,SM8227
Q2259862,SM8037
Q2261258,SM7570
Q2261479,SM252391
Q2261742,SM258209
Q2263199,SM492412
Q2263920,SM257441
Q2264433,SM492596
Q2265848,SM251140
Q2267234,SM7976
Q2267244,SM254836
Q2270871,SM493769
Q2271269,SM257450
Q2274277,SM252614
Q2274390,SM495592
Q2274934,SM495634
Q2275739,SM2096
Q2276596,SM494889
Q2277230,SM257505
Q2278643,SM493722
Q2280107,SM494192
Q2280296,SM492413
Q2280872,SM495393
Q2285219,SM495553
Q2288761,SM250576
Q2292989,SM480030
Q2294144,SM257603
Q2294854,SM493034
Q2295907,SM257662
Q2297785,SM258519
Q2298514,SM494017
Q2299416,SM8081
Q2299931,SM256590
Q2303719,SM7582
Q2303962,SM6640
Q2304554,SM495887
Q2306308,SM492414
Q2308743,SM495368
Q2308972,SM495609
Q2309630,SM250586
Q2309922,SM480328
Q2309935,SM254045
Q2310278,SM495365
Q2323867,SM497007
Q2325516,SM454387
Q2327182,SM254105
Q2329506,SM252219
Q2329512,SM250620
Q2329815,SM258619
Q2329911,SM492415
Q2330821,SM258148
Q2334107,SM492416
Q2334428,SM250858
Q2337622,SM455368
Q2338367,SM253682
Q2340224,SM495687
Q2341546,SM493165
Q2341977,SM7618
Q2342648,SM257427
Q2348287,SM251168
Q2349522,SM480954
Q2350149,SM252018
Q2351967,SM250752
Q2354653,SM486438
Q2355067,SM253293
Q2357073,SM251854
Q2357832,SM253851
Q2359237,SM254234
Q2359535,SM493154
Q2359586,SM492417
Q2361326,SM253159
Q2361350,SM492122
Q2361635,SM493926
Q2362001,SM495601
Q2364324,SM250145
Q2364875,SM257503
Q2365052,SM252801
Q2365136,SM496669
Q2366025,SM7025
Q2366173,SM251178
Q2366626,SM258322
Q2367544,SM8320
Q2373720,SM493925
Q2375955,SM250420
Q2376889,SM480787
Q2378457,SM480714
Q2378525,SM494171
Q2378782,SM480045
Q2382930,SM257704
Q2385523,SM480584
Q2385630,SM480460
Q2388245,SM495555
Q2389533,SM252406
Q2389700,SM257873
Q2391550,SM258781
Q2392686,SM253910
Q2393129,SM253820
Q2393212,SM493481
Q2393309,SM494536
Q2395650,SM250178
Q2395658,SM492857
Q2396363,SM494271
Q2396908,SM492418
Q2398013,SM252567
Q2398834,SM254530
Q2400459,SM462026
Q2401958,SM250668
Q2402040,SM254753
Q2402452,SM8295
Q2404442,SM493088
Q2405145,SM460963
Q2407780,SM253723
Q2408002,SM493105
Q2408212,SM480971
Q2408653,SM258021
Q2414972,SM480609
Q2415009,SM251658
Q2415617,SM258693
Q2418647,SM256327
Q2420428,SM493426
Q2424935,SM256913
Q2425797,SM480051
Q2426677,SM493995
Q2426981,SM492790
Q2427065,SM256372
Q2427512,SM494681
Q2429397,SM480268
Q2429420,SM487826
Q2431931,SM495342
Q2435861,SM250684
Q2436423,SM255339
Q2437423,SM250342
Q2438785,SM7394
Q2442089,SM496880
Q2442920,SM256928
Q2446303,SM493299
Q2447438,SM255738
Q2448335,SM480699
Q2450853,SM254775
Q2453479,SM496807
Q2454478,SM493496
Q2455014,SM250459
Q2455401,SM495595
Q2456206,SM480960
Q2457334,SM258171
Q2459298,SM258185
Q2460357,SM252814
Q2461576,SM493069
Q2461736,SM494223
Q2464473,SM486600
Q2464565,SM486522
Q2464780,SM480682
Q2466130,SM492678
Q2467406,SM486172
Q2467513,SM493974
Q2467559,SM254146
Q2469268,SM251659
Q2469614,SM492836
Q2470108,SM493927
Q2472844,SM258490
Q2473022,SM462045
Q2474564,SM487896
Q2474625,SM487238
Q2476138,SM493023
Q2476783,SM253179
Q2476928,SM493966
Q2477983,SM250320
Q2478056,SM496089
Q2478459,SM496144
Q2479252,SM487540
Q2484412,SM495437
Q2486217,SM251505
Q2486742,SM252601
Q2487243,SM258764
Q2487608,SM480505
Q2493437,SM480668
Q2494829,SM494780
Q2495257,SM495503
Q2498792,SM496133
Q2499791,SM494766
Q2500176,SM480330
Q2500209,SM462043
Q2501199,SM257974
Q2502272,SM8831
Q2505231,SM486523
Q2508464,SM258508
Q2508529,SM257871
Q2509263,SM486127
Q2510251,SM250571
Q2511301,SM254055
Q2513044,SM256038
Q2518037,SM451101
Q2518090,SM254002
Q2518515,SM451099
Q2518802,SM255831
Q2519741,SM255233
Q2520137,SM252436
Q2520155,SM254317
Q2520166,SM255348
Q2520180,SM258184
Q2520279,SM496358
Q2520785,SM8063
Q2522479,SM258534
Q2522489,SM252681
Q2522647,SM258170
Q2522648,SM455376
Q2525402,SM256267
Q2526495,SM250768
Q2526730,SM256660
Q2526737,SM254430
Q2527266,SM251657
Q2527423,SM254005
Q2527467,SM493055
Q2528564,SM251563
Q2530400,SM492420
Q2530880,SM255712
Q2531742,SM493383
Q2533493,SM255417
Q2533513,SM250433
Q2533689,SM494311
Q2535494,SM481042
Q2537324,SM258712
Q2537385,SM258109
Q2540423,SM481048
Q2540445,SM481047
Q2540772,SM487416
Q2544830,SM493040
Q2549328,SM258546
Q2551754,SM492073
Q2553958,SM496564
Q2554358,SM250271
Q2555710,SM495691
Q2556103,SM256785
Q2556536,SM255737
Q2560083,SM493470
Q2560323,SM494872
Q2563726,SM255507
Q2565472,SM258580
Q2566194,SM251390
Q2567458,SM8400
Q2567472,SM496465
Q2567621,SM255335
Q2568762,SM493318
Q2570658,SM492423
Q2571214,SM8314
Q2573955,SM250638
Q2574442,SM250339
Q2574456,SM492424
Q2575602,SM250259
Q2575646,SM257007
Q2576377,SM252096
Q2576656,SM492066
Q2576790,SM252043
Q2577356,SM496777
Q2578011,SM496686
Q2578762,SM493100
Q2579734,SM250750
Q2579809,SM492824
Q2584232,SM254218
Q2585783,SM8693
Q2586461,SM258614
Q2586471,SM492426
Q2587001,SM8235
Q2587618,SM251203
Q2587830,SM255820
Q2588045,SM252583
Q2589229,SM494168
Q2590497,SM480415
Q2594028,SM253304
Q2595799,SM493082
Q2596080,SM255799
Q2597041,SM481115
Q2598589,SM251710
Q2599466,SM8064
Q2600128,SM253303
Q2600290,SM7805
Q2600374,SM496699
Q2600735,SM481060
Q2601219,SM480846
Q2601713,SM258763
Q2602032,SM250618
Q2602417,SM256134
Q2602505,SM480298
Q2602788,SM495299
Q2603574,SM462046
Q2604583,SM258247
Q2604698,SM487381
Q2605053,SM480471
Q2605658,SM255364
Q2606233,SM496712
Q2606511,SM450356
Q2607626,SM253529
Q2607748,SM496079
Q2607796,SM495106
Q2608045,SM496166
Q2608120,SM257088
Q2610423,SM492042
Q2611406,SM496443
Q2614575,SM492977
Q2615416,SM494647
Q2616042,SM252522
Q2616672,SM493967
Q2618942,SM496585
Q2622470,SM493194
Q2624833,SM480902
Q2625682,SM257271
Q2625733,SM495680
Q2625797,SM250447
Q2626922,SM494151
Q2628797,SM250570
Q2629218,SM492890
Q2630843,SM495416
Q2631779,SM257473
Q2632800,SM461514
Q2632887,SM494420
Q2633574,SM480982
Q2634718,SM480821
Q2637569,SM252149
Q2637700,SM480708
Q2637729,SM495029
Q2637938,SM480073
Q2638998,SM254047
Q2639343,SM492428
Q2639939,SM487218
Q2640974,SM486134
Q2641237,SM480338
Q2641248,SM496103
Q2642049,SM459576
Q2643116,SM486131
Q2643509,SM486419
Q2650818,SM8069
Q2651723,SM480053
Q2651756,SM8351
Q2651762,SM487561
Q2652183,SM480632
Q2656122,SM7639
Q2656593,SM480690
Q2657644,SM251435
Q2657880,SM493930
Q2658204,SM7592
Q2658415,SM462051
Q2661428,SM252928
Q2662560,SM250592
Q2664002,SM20754
Q2664253,SM492059
Q2664567,SM254740
Q2665673,SM492430
Q2666017,SM493395
Q2667106,SM257022
Q2667274,SM454496
Q2668201,SM480638
Q2668355,SM255246
Q2668711,SM258165
Q2669239,SM255273
Q2669678,SM455343
Q2670560,SM480503
Q2671109,SM481019
Q2671423,SM251624
Q2671501,SM480715
Q2671687,SM496876
Q2672030,SM492431
Q2673132,SM256879
Q2673588,SM460447
Q2679509,SM8573
Q2680223,SM494980
Q2685033,SM496725
Q2686890,SM7626
Q2696805,SM494167
Q2704114,SM256018
Q2704511,SM450960
Q2707733,SM8239
Q2708132,SM492696
Q2708837,SM255652
Q2712146,SM256651
Q2712187,SM492432
Q2712293,SM497007
Q2714767,SM493344
Q2714852,SM251763
Q2717794,SM250843
Q2719689,SM255800
Q2721972,SM480194
Q2721999,SM487858
Q2722871,SM258270
Q2723590,SM257651
Q2723612,SM258791
Q2723624,SM255290
Q2723747,SM251920
Q2723820,SM257031
Q2723927,SM255479
Q2724018,SM251474
Q2724065,SM492433
Q2724195,SM254822
Q2726954,SM8085
Q2730505,SM254671
Q2731710,SM253449
Q2735001,SM480718
Q2736999,SM257668
Q2740671,SM254644
Q2743328,SM7646
Q2745405,SM252888
Q2745834,SM492434
Q2747205,SM259929
Q2749225,SM250816
Q2749449,SM253321
Q2749675,SM251944
Q2749701,SM495987
Q2750332,SM255998
Q2750650,SM252950
Q2756190,SM462146
Q2756345,SM8491
Q2756708,SM493458
Q2761205,SM496181
Q2769064,SM255741
Q2772697,SM258486
Q2777998,SM255215
Q2778017,SM7616
Q2779134,SM257442
Q2790343,SM451071
Q2793139,SM257201
Q2795516,SM480302
Q2795682,SM7545
Q2804638,SM252890
Q2807320,SM256840
Q2821774,SM250007
Q2822232,SM494208
Q2824077,SM492829
Q2824498,SM250013
Q2825421,SM251427
Q2826241,SM251434
Q2826286,SM251437
Q2827380,SM492437
Q2827422,SM251476
Q2827716,SM493201
Q2828795,SM487261
Q2828936,SM454478
Q2829189,SM250355
Q2830787,SM251543
Q2836039,SM493893
Q2837639,SM250027
Q2839602,SM8238
Q2840535,SM454425
Q2844528,SM497954
Q2845111,SM495632
Q2845328,SM251632
Q2845775,SM495944
Q2846143,SM493747
Q2846185,SM250619
Q2849257,SM250558
Q2849692,SM494053
Q2849715,SM8295
Q2852564,SM7556
Q2852575,SM250844
Q2857872,SM258454
Q2858015,SM454533
Q2858307,SM496024
Q2859351,SM462055
Q2859361,SM254040
Q2859546,SM251679
Q2861288,SM496029
Q2861440,SM493108
Q2861674,SM496030
Q2863014,SM496876
Q2863480,SM480145
Q2864772,SM495648
Q2866922,SM496033
Q2868956,SM493743
Q2869042,SM492801
Q2872334,SM493789
Q2872543,SM252587
Q2874336,SM250048
Q2874654,SM459083
Q2874660,SM7889
Q2876445,SM493742
Q2876530,SM251493
Q2876746,SM256626
Q2877885,SM250107
Q2877966,SM251835
Q2878500,SM496056
Q2878657,SM462029
Q2878757,SM251852
Q2878895,SM250054
Q2878903,SM6670
Q2879045,SM492981
Q2879337,SM454419
Q2880300,SM252114
Q2880363,SM250062
Q2880809,SM250534
Q2881680,SM451080
Q2881816,SM493706
Q2882312,SM250071
Q2882322,SM480185
Q2882351,SM252000
Q2882402,SM250777
Q2882454,SM250074
Q2882661,SM496077
Q2883527,SM480112
Q2883534,SM258820
Q2883539,SM492440
Q2883541,SM480181
Q2883552,SM481118
Q2883553,SM480556
Q2883559,SM250855
Q2883706,SM496082
Q2884551,SM252073
Q2884627,SM250057
Q2886395,SM454388
Q2887850,SM258073
Q2889720,SM480498
Q2890965,SM480142
Q2891030,SM8423
Q2891032,SM252117
Q2891069,SM250084
Q2891085,SM250741
Q2891172,SM252121
Q2891174,SM493052
Q2892063,SM496091
Q2892116,SM6687
Q2892228,SM254226
Q2893828,SM250643
Q2894202,SM496096
Q2894369,SM495362
Q2894388,SM486463
Q2894610,SM250990
Q2894941,SM495677
Q2895261,SM6659
Q2895273,SM251832
Q2895794,SM450354
Q2895807,SM7504
Q2896296,SM492699
Q2899108,SM492755
Q2899812,SM495734
Q2899846,SM493961
Q2900057,SM7575
Q2901739,SM495327
Q2904355,SM480212
Q2904712,SM250964
Q2904963,SM492441
Q2907504,SM250140
Q2907905,SM250075
Q2908389,SM492950
Q2909576,SM251834
Q2909778,SM250120
Q2913825,SM256302
Q2914034,SM8489
Q2914261,SM496545
Q2914394,SM257155
Q2914516,SM495950
Q2915101,SM492905
Q2916034,SM306078
Q2916416,SM492749
Q2916490,SM8856
Q2917569,SM495942
Q2918061,SM451134
Q2918541,SM257577
Q2919587,SM253916
Q2920265,SM480501
Q2920708,SM480560
Q2921096,SM488008
Q2921499,SM250130
Q2923131,SM493041
Q2927589,SM250129
Q2927597,SM250131
Q2928107,SM250133
Q2928170,SM250530
Q2928174,SM252423
Q2928651,SM496134
Q2928721,SM250138
Q2929115,SM461933
Q2929727,SM252172
Q2929955,SM250019
Q2933374,SM258105
Q2933667,SM480254
Q2935814,SM7659
Q2935829,SM486536
Q2936364,SM480262
Q2938783,SM252607
Q2938858,SM493006
Q2942174,SM494484
Q2943259,SM492442
Q2943324,SM252622
Q2944129,SM495657
Q2944199,SM493054
Q2947754,SM461330
Q2947996,SM492724
Q2962691,SM252774
Q2963206,SM7194
Q2963649,SM252810
Q2963786,SM480296
Q2964471,SM487666
Q2967622,SM7821
Q2967759,SM252649
Q2967771,SM494904
Q2975178,SM492931
Q2975309,SM252323
Q2977219,SM480054
Q2977945,SM496083
Q2979621,SM251104
Q2979996,SM258513
Q2983408,SM254108
Q2983498,SM250866
Q2983801,SM255887
Q2985492,SM480970
Q2986879,SM258268
Q2987531,SM492443
Q2989348,SM494243
Q2991513,SM461974
Q2993262,SM258514
Q2993629,SM250982
Q2994739,SM492341
Q2995285,SM258588
Q2995857,SM256670
Q2995962,SM250279
Q2995992,SM250237
Q2996371,SM496742
Q2996826,SM8123
Q2996972,SM495694
Q2997127,SM251898
Q2997262,SM496989
Q2997267,SM8132
Q2997384,SM492608
Q2997432,SM495363
Q2997663,SM495658
Q2997706,SM255279
Q2997993,SM494062
Q3003133,SM486472
Q3007508,SM252980
Q3007566,SM495659
Q3011568,SM250867
Q3012254,SM253013
Q3014846,SM494315
Q3015339,SM486475
Q3016793,SM257963
Q3019398,SM250180
Q3025591,SM492912
Q3025924,SM250869
Q3026367,SM250167
Q3026372,SM495031
Q3026375,SM486590
Q3026377,SM495101
Q3026378,SM486592
Q3026382,SM494321
Q3026385,SM486593
Q3026386,SM496886
Q3026394,SM486572
Q3026395,SM494731
Q3026408,SM496899
Q3026442,SM487575
Q3026843,SM250186
Q3031282,SM255074
Q3032900,SM20752
Q3032994,SM253202
Q3033736,SM493707
Q3034452,SM8360
Q3034893,SM495409
Q3036334,SM257660
Q3036435,SM480219
Q3038078,SM250524
Q3038163,SM250664
Q3038289,SM250211
Q3039426,SM496196
Q3039820,SM8708
Q3041543,SM257206
Q3041760,SM496199
Q3042214,SM250190
Q3044415,SM306054
Q3046502,SM481078
Q3046609,SM250744
Q3046844,SM492085
Q3049285,SM250100
Q3049373,SM255867
Q3049637,SM250229
Q3049786,SM250692
Q3049924,SM255682
Q3054078,SM493884
Q3058858,SM8224
Q3059102,SM461942
Q3061633,SM487326
Q3062083,SM496886
Q3062634,SM250290
Q3064750,SM493210
Q3066236,SM256937
Q3067719,SM496899
Q3072604,SM253375
Q3072663,SM480043
Q3074423,SM487335
Q3075017,SM7600
Q3077693,SM492711
Q3077918,SM7596
Q3079913,SM492888
Q3081990,SM250368
Q3082011,SM250490
Q3082329,SM250877
Q3082333,SM494210
Q3082334,SM494212
Q3082336,SM494211
Q3082345,SM494213
Q3082350,SM494201
Q3082434,SM258510
Q3083205,SM496224
Q3088076,SM495769
Q3088284,SM251432
Q3088489,SM250653
Q3090608,SM7633
Q3090691,SM255320
Q3091608,SM7630
Q3091656,SM492050
Q3093472,SM253401
Q3094216,SM253409
Q3094835,SM492445
Q3094841,SM494928
Q3097871,SM253942
Q3098388,SM256452
Q3099256,SM493036
Q3099764,SM255841
Q3100974,SM492640
Q3104846,SM492088
Q3104978,SM6867
Q3108519,SM493784
Q3109786,SM253603
Q3109826,SM251521
Q3110223,SM258805
Q3110314,SM494835
Q3111143,SM255404
Q3111172,SM480812
Q3111217,SM250403
Q3111749,SM250276
Q3118825,SM496253
Q3120476,SM480908
Q3120710,SM250587
Q3120790,SM255033
Q3120839,SM459062
Q3122393,SM493714
Q3122474,SM250271
Q3123073,SM481040
Q3127246,SM495585
Q3128728,SM7887
Q3130001,SM7773
Q3130374,SM255023
Q3132862,SM480862
Q3134755,SM253884
Q3137595,SM8662
Q3138755,SM258334
Q3139118,SM251892
Q3139452,SM250303
Q3139488,SM250302
Q3139967,SM258008
Q3140009,SM8363
Q3140110,SM494263
Q3140807,SM250416
Q3140817,SM250607
Q3141141,SM8091
Q3141221,SM480692
Q3143239,SM6616
Q3147375,SM253969
Q3148020,SM258736
Q3149097,SM495103
Q3149102,SM493438
Q3150506,SM486552
Q3154477,SM496898
Q3154488,SM494296
Q3154489,SM494302
Q3154490,SM494298
Q3154491,SM494301
Q3155371,SM7653
Q3155516,SM250321
Q3155912,SM493816
Q3155979,SM254077
Q3160743,SM250817
Q3162821,SM492803
Q3165971,SM251642
Q3166998,SM495904
Q3172654,SM257976
Q3177118,SM454472
Q3182469,SM492976
Q3182573,SM258258
Q3183734,SM450341
Q3191655,SM254287
Q3192108,SM480521
Q3192344,SM250340
Q3192472,SM254371
Q3192768,SM7875
Q3192943,SM500660
Q3193008,SM480531
Q3193565,SM454480
Q3194827,SM250743
Q3195599,SM461964
Q3195906,SM251047
Q3195909,SM251048
Q3196241,SM254722
Q3196926,SM254744
Q3197600,SM480557
Q3198499,SM250374
Q3198560,SM250376
Q3198705,SM486146
Q3198706,SM250379
Q3199049,SM492775
Q3199185,SM250408
Q3199283,SM480566
Q3199423,SM254965
Q3199518,SM250520
Q3199520,SM7974
Q3199886,SM250841
Q3199927,SM496899
Q3200179,SM450379
Q3200316,SM255013
Q3200623,SM250385
Q3200662,SM255111
Q3200841,SM252178
Q3200844,SM250404
Q3201091,SM493794
Q3205308,SM252888
Q3205414,SM258229
Q3214271,SM493767
Q3216439,SM250409
Q3216487,SM480580
Q3217080,SM250415
Q3217683,SM8265
Q3218572,SM454397
Q3228749,SM255219
Q3228970,SM250419
Q3229456,SM250421
Q3233974,SM462057
Q3237695,SM486561
Q3237873,SM492692
Q3239254,SM254685
Q3241021,SM461328
Q3242360,SM480594
Q3243684,SM254567
Q3243989,SM8631
Q3244280,SM7589
Q3244694,SM480443
Q3245102,SM258539
Q3246882,SM250725
Q3247924,SM253226
Q3258734,SM251689
Q3258817,SM499469
Q3258835,SM496415
Q3259156,SM250442
Q3259522,SM494299
Q3259878,SM486461
Q3261029,SM251062
Q3264431,SM495006
Q3264684,SM8361
Q3265144,SM250445
Q3265989,SM495695
Q3267254,SM251441
Q3267264,SM250092
Q3267812,SM486506
Q3267813,SM496422
Q3267945,SM251582
Q3268656,SM250224
Q3270067,SM255218
Q3271270,SM251103
Q3273120,SM495955
Q3273436,SM256227
Q3274441,SM486446
Q3275518,SM462024
Q3276439,SM250462
Q3276826,SM495736
Q3277590,SM255385
Q3280828,SM480610
Q3281621,SM493856
Q3281786,SM255481
Q3284755,SM250470
Q3285078,SM255513
Q3285085,SM250472
Q3285298,SM255524
Q3287527,SM462087
Q3298187,SM258591
Q3299202,SM493687
Q3299218,SM493483
Q3299415,SM494607
Q3299468,SM494231
Q3300127,SM486528
Q3302922,SM492448
Q3303069,SM493800
Q3303127,SM493445
Q3303470,SM250494
Q3303511,SM250920
Q3303515,SM259961
Q3303532,SM250921
Q3303544,SM250499
Q3303556,SM250504
Q3303563,SM250500
Q3303599,SM255106
Q3303849,SM486517
Q3303964,SM251543
Q3304446,SM494727
Q3305452,SM492703
Q3307681,SM493998
Q3307851,SM492344
Q3308238,SM495267
Q3308808,SM480303
Q3310017,SM450958
Q3312501,SM252831
Q3313849,SM496996
Q3314452,SM450395
Q3317723,SM494839
Q3319373,SM496479
Q3320681,SM255885
Q3320685,SM496339
Q3320698,SM255886
Q3320996,SM256027
Q3322377,SM480867
Q3322818,SM492449
Q3324776,SM255912
Q3325937,SM480271
Q3326317,SM492773
Q3326484,SM493064
Q3326938,SM255925
Q3327263,SM493179
Q3327332,SM8041
Q3331097,SM487595
Q3331917,SM251096
Q3335397,SM250542
Q3335624,SM252945
Q3336809,SM253087
Q3337448,SM250548
Q3337463,SM250550
Q3337493,SM250249
Q3337509,SM7890
Q3337519,SM493814
Q3337588,SM493167
Q3337977,SM256225
Q3339252,SM256258
Q3339258,SM256261
Q3339282,SM256279
Q3339286,SM487294
Q3339414,SM493708
Q3342077,SM487292
Q3342347,SM480765
Q3342354,SM256337
Q3342369,SM250577
Q3343346,SM7423
Q3345976,SM7872
Q3345985,SM454505
Q3346441,SM6610
Q3346445,SM250603
Q3346565,SM253593
Q3346570,SM480774
Q3346583,SM256406
Q3346589,SM250595
Q3346711,SM250616
Q3347113,SM492974
Q3347257,SM256254
Q3347913,SM251969
Q3348587,SM8230
Q3349057,SM486504
Q3349323,SM254261
Q3349467,SM480391
Q3349806,SM257908
Q3350004,SM495749
Q3350016,SM487102
Q3350553,SM253154
Q3352263,SM252203
Q3355032,SM256471
Q3355035,SM496363
Q3356842,SM256495
Q3357335,SM495750
Q3357531,SM493618
Q3357546,SM256506
Q3357925,SM250923
Q3358162,SM250288
Q3358221,SM256580
Q3358245,SM250168
Q3358259,SM7906
Q3360017,SM256631
Q3360028,SM493709
Q3361675,SM493766
Q3361895,SM254973
Q3362165,SM256701
Q3365064,SM257122
Q3366501,SM454487
Q3367738,SM258443
Q3374418,SM8357
Q3375052,SM480819
Q3375652,SM253365
Q3375759,SM255408
Q3376313,SM480021
Q3377821,SM480466
Q3378607,SM493161
Q3378657,SM492996
Q3383533,SM253521
Q3387769,SM495788
Q3388372,SM256882
Q3388653,SM256887
Q3392144,SM493054
Q3393218,SM250634
Q3394152,SM495938
Q3394469,SM492778
Q3395165,SM480352
Q3395438,SM494635
Q3396021,SM454622
Q3396203,SM494474
Q3397587,SM255339
Q3398927,SM250287
Q3399304,SM7719
Q3399951,SM256934
Q3400349,SM496590
Q3400577,SM492450
Q3402317,SM492451
Q3407146,SM497004
Q3409224,SM258452
Q3410450,SM255339
Q3410559,SM494619
Q3418386,SM492452
Q3419023,SM480859
Q3420444,SM497530
Q3428749,SM250927
Q3428765,SM255756
Q3428789,SM252506
Q3429877,SM253132
Q3429904,SM253493
Q3434027,SM257172
Q3435610,SM255225
Q3435904,SM254412
Q3436520,SM257331
Q3436900,SM256906
Q3440358,SM454487
Q3441289,SM494580
Q3441791,SM496905
Q3442376,SM494770
Q3443802,SM256041
Q3443961,SM256331
Q3445752,SM493557
Q3445971,SM495709
Q3446614,SM495662
Q3448954,SM257758
Q3449908,SM257926
Q3449914,SM8645
Q3453126,SM257202
Q3459266,SM494683
Q3459762,SM480367
Q3460428,SM8108
Q3469610,SM461975
Q3469658,SM495663
Q3469953,SM492695
Q3470892,SM257360
Q3470934,SM252861
Q3473941,SM493703
Q3474035,SM257412
Q3474642,SM250967
Q3474905,SM492453
Q3475143,SM495664
Q3476361,SM486510
Q3476364,SM494717
Q3476623,SM8849
Q3477749,SM492454
Q3477752,SM492455
Q3478243,SM487619
Q3478464,SM496636
Q3478487,SM257459
Q3480314,SM7620
Q3480556,SM492712
Q3480645,SM492722
Q3482003,SM250677
Q3483067,SM495665
Q3483961,SM493015
Q3485276,SM257645
Q3485378,SM480318
Q3485550,SM480931
Q3488894,SM250687
Q3489246,SM495666
Q3489587,SM257685
Q3489977,SM480940
Q3490362,SM250590
Q3490366,SM250697
Q3491125,SM257424
Q3491511,SM258273
Q3494730,SM493432
Q3498126,SM494153
Q3501932,SM486582
Q3501965,SM494807
Q3502040,SM492456
Q3502382,SM495706
Q3502513,SM257180
Q3502583,SM495150
Q3502638,SM492620
Q3502711,SM492904
Q3503021,SM494135
Q3503027,SM494137
Q3503053,SM255894
Q3503182,SM257667
Q3503395,SM250718
Q3507533,SM494132
Q3507850,SM497018
Q3507860,SM253908
Q3508816,SM495705
Q3508824,SM450387
Q3508958,SM254709
Q3509774,SM492728
Q3509829,SM254969
Q3509835,SM258120
Q3509908,SM252871
Q3509921,SM251619
Q3510043,SM256980
Q3510107,SM493666
Q3510129,SM252592
Q3511237,SM494554
Q3511616,SM255974
Q3511671,SM256662
Q3511719,SM256944
Q3511941,SM256314
Q3512034,SM256376
Q3512141,SM480412
Q3512255,SM8465
Q3512367,SM258517
Q3512395,SM494093
Q3512531,SM252618
Q3512657,SM495850
Q3512665,SM496876
Q3512666,SM494675
Q3512746,SM496739
Q3512882,SM255870
Q3512909,SM496264
Q3513012,SM480273
Q3513023,SM493680
Q3513333,SM258123
Q3513390,SM258604
Q3513491,SM8242
Q3513576,SM257843
Q3513610,SM487435
Q3513639,SM480614
Q3513658,SM480671
Q3513677,SM480896
Q3513727,SM250291
Q3513756,SM253779
Q3513817,SM487161
Q3513818,SM492457
Q3514002,SM257934
Q3514083,SM493732
Q3514245,SM8223
Q3514516,SM493200
Q3514796,SM258129
Q3514801,SM480777
Q3514911,SM480114
Q3515132,SM255225
Q3515254,SM8206
Q3515258,SM8197
Q3515431,SM257922
Q3515919,SM8031
Q3516528,SM496694
Q3516552,SM496681
Q3517235,SM257975
Q3517970,SM480046
Q3518671,SM256747
Q3519593,SM250979
Q3520262,SM254080
Q3521791,SM255936
Q3521909,SM252536
Q3521998,SM254881
Q3522004,SM253102
Q3522382,SM258411
Q3523011,SM256045
Q3525261,SM255653
Q3525435,SM258427
Q3525550,SM254018
Q3528128,SM495714
Q3529001,SM480999
Q3530203,SM495167
Q3530409,SM494648
Q3530772,SM493851
Q3530835,SM257149
Q3531196,SM253688
Q3532102,SM250636
Q3532227,SM257149
Q3532587,SM258341
Q3532625,SM256100
Q3532986,SM258156
Q3533882,SM258157
Q3535147,SM256039
Q3535195,SM257899
Q3535671,SM250783
Q3535903,SM493861
Q3535912,SM493854
Q3536688,SM258056
Q3538281,SM6858
Q3538951,SM492609
Q3539062,SM492458
Q3539728,SM492835
Q3541598,SM257823
Q3541911,SM493467
Q3542413,SM480974
Q3542469,SM258231
Q3543292,SM494501
Q3547599,SM492647
Q3548155,SM7613
Q3550146,SM258542
Q3551174,SM253970
Q3552758,SM258328
Q3552760,SM258328
Q3553666,SM495667
Q3554670,SM454479
Q3554689,SM492792
Q3555744,SM492877
Q3557450,SM252811
Q3557752,SM254016
Q3557832,SM495514
Q3557862,SM493140
Q3557879,SM492461
Q3557982,SM254020
Q3558036,SM254019
Q3558060,SM7627
Q3558407,SM250797
Q3563106,SM492463
Q3564905,SM250985
Q3565505,SM8832
Q3565598,SM253682
Q3565812,SM480230
Q3566326,SM257993
Q3567133,SM492464
Q3567156,SM492051
Q3567287,SM252642
Q3567943,SM252127
Q3569567,SM250806
Q3569581,SM462036
Q3569807,SM459080
Q3570164,SM250015
Q3570170,SM493741
Q3571467,SM258677
Q3571561,SM250069
Q3573178,SM496801
Q3573236,SM250090
Q3573248,SM258772
Q3573453,SM480158
Q3573554,SM256426
Q3574062,SM258452
Q3575122,SM461953
Q3575176,SM258797
Q3575525,SM493710
Q3576151,SM492465
Q3577172,SM495655
Q3577339,SM250223
Q3577483,SM253340
Q3591506,SM493018
Q3595394,SM495982
Q3595583,SM252859
Q3595693,SM254927
Q3595742,SM251450
Q3595746,SM258448
Q3595760,SM256773
Q3595822,SM255585
Q3595857,SM251691
Q3606391,SM495983
Q3606908,SM496766
Q3607408,SM257524
Q3607660,SM251534
Q3613688,SM496005
Q3613729,SM250739
Q3614298,SM496003
Q3615139,SM495635
Q3617880,SM8795
Q3621288,SM251681
Q3621312,SM251690
Q3621372,SM487066
Q3622142,SM252983
Q3622224,SM493149
